text,trans
今日のレッスンは\nなんですか？,今天的课程\n是什么呀？
ヒーローのお仕事なら\nあたしに任せてくださいっ！,如果是英雄的工作的话\n就交给我吧！
今日も元気いっぱい\n頑張りますっ！,今天也元气满满地\n加油吧！
今日はなんだかいいことが\n思いつきそうです！,今天总感觉\n会有好事发生呢！
あの……\nプロデューサーさん\nどうしましたか……？,那个……\n制作人先生\n怎么了……？
あっ、ごめんなさい\nぶつかっちゃいましたか？,啊，对不起\n我撞到你了吗？
ふえっ……？\nあっもしかしてマメ丸の毛が\nついてましたか？,诶诶……？\n难道是豆丸的毛\n粘上了吗？
わっ！\nすみません\nぶつかっちゃいましたね,哇！\n不好意思\n不小心撞上了吗
わわっ！\n……びっくりしたぁ,哇！\n……吓了我一跳
ヒーローになるための特訓、\nちゃんと身についてますか？,为了成为英雄的特训，\n我有好好地掌握了吗？
プロデューサーさん\nどうかしましたか？,制作人先生\n出什么事了吗？
うーん\n何をすれば\n良いんでしょう…？,嗯～\n该做什么好呢……？
しゅつどうよーせーがあるまで、司令部で待機ですね！,直到收到出击信号为止，在司令部待机！
どんな厳しい特訓が来ても\n耐え抜いてみせますっ！,
えへへっ！\n早くお仕事に行きましょう\nプロデューサーさん！,
今日のあたしは\n必殺技だって\n出せちゃいます！,
あたしの心臓の音\n聞こえますか？\nなんか、ドキドキしてます,
胸のトレードマークは\nヒーローの証！　です！,
頭もなでてください\nプロデューサーさんっ！,
えへへっ！\nプロデューサーさん\nくすぐったいです！,
プロデューサーさんの手って\n大きいですね！,
くすぐりあいなら\n負けませんよっ,
これが時間のかつようじゅつなんですね！,
えいっ！　やあっ！\nあ、変身シーンの練習中です\n一緒にやりましょう！,
気合十分です！\nプロデューサーさん\n次は何をすれば良いですか？,

#智代子↓,
もちろん、ホワイトデーも\nチョコ装備です！　お返し、\n配らなきゃですからね！,当然的，白色情人节我也装备上了巧克力！\n回礼，必须得准备好才行呢！
そんな、恐縮すぎます……！\n先月何もできなかったの、一\n生の不覚なんですから……！,这种事、真是太不好意思了……！\n上个月什么都没能做到，\n是我一生的失误……！
わぁっ……！　頂いちゃって\nいいんですか……！？　えへ\nへ、ありがとうございます！,哇啊……！　\n我真的可以收下这个吗……！？　\n哎嘿嘿、谢谢！
給食で、七夕ゼリーって出ませんでしたか？　星型の果物とかが入ってるやつです！,供餐中，没有出现七夕果冻吗？里面放进了星型的水果之类的！
積まれたお団子って、こう、\nなんていうか……！　ロマン\nがあると思いませんか……！,堆积起来的团子、嗯、\n怎么说呢……！　\n你不觉得这很浪漫吗……！
イタズラはしないので\nお菓子割増しでどうでしょう\nプロデューサーさん！,因为不做恶作剧的原因\n所以多加些点心怎么样？\n制作人！
はむっ……うん\nチョコ、甘くておいしいです！,啊呜……嗯\n巧克力、甜甜的好好吃！
最近見つけた\nとってもおいしいチョコの\n食べ方なんですけど……,最近我发现了\n非常好吃的\n巧克力吃法……
あっ、プロデューサーさん、\nお帰りなさい！,啊、制作人、\n欢迎回来！
肘置きにちょうどいい高さだなって……思ってませんか……？,刚好和手肘一样高啊……没这么想吗……？
わぁっ、どうしました！？\n何か褒めてもらえるようなことしましたっけ……！？,哇，怎么了！？\n我做了什么可以得到表扬的事吗……！？
ご、ごめんなさいっ、\nやめてくださいっ……！\n……すみません……,对、对不起、\n请不要这样做……！\n……抱歉……
！？\nび、びっくりしました……！\n……ダメですよ、こういうの,！？\n吓、吓我一跳……！\n……不行的哦、做这种事
ひゃあっ！？　……も、もう！\nプロデューサーさん……！\nからかうのはやめてください！,呜啊！？……真，真是的！\n制作人……！\n不要捉弄我啊！
っ、ふふーん、来ると思ってたん\nです！　だから耐えました！　\nお返しいきますよ、覚悟～っ,啊、哼哼～我就知道你会这么做！所以忍住了！\n我会原样奉还的，做好觉悟吧～
プロデューサーさんはどのお菓子にしますか？\nいっぱいありますよ！,制作人想要哪个点心呢？\n这里有很多哦！
割と、髪下ろすと印象変わるねって言われるんですが……\nどうでしょうか？　えへへ……,有人说，头发一放下来，给人的印象就变了……\n怎么样呢？诶嘿嘿……
まだまだ私と、夏しましょう！\nチョコが溶けちゃうくらい\n盛り上がって～～！,继续和我一起，享受夏天吧！\n要像让巧克力融化那样\n让这里沸腾起来～～！
次に撃たれたい人は挙手！\nチョコアイドルが\n狙いにいっちゃいまーす！,下一个想被击中的人请举手！\n巧克力偶像\n瞄准准备！
お待たせしました！\nあなたのチョコアイドル、\nここに爆誕ですよ！,让你久等了！\n你的巧克力偶像\n在这里诞生了哦！
私のチョコはいつだってとって\nおきです！　よろしくお味見い\nかがでしょうか！,我的巧克力无论什么时候\n总是特别准备着的！\n请多尝一下吧！
チョコレート番長、園田智代子\nナメてかかっちゃダメですよ？\n今日の私はビターですから,巧克力番长，园田智代子\n小看我的话可是不行的哦？\n因为今天的我可是黑巧克力模式哟～
一応聞いとこうか\n降参する気とかって、ある？,姑且先问一下\n你有投降的打算吗？
『両手に花』ならぬ、\n『両手にチョコ』です！\n……えへ、誤魔化せませんかね,不是“双手捧花”，\n而是“双手捧巧克力”！\n……诶嘿，不能蒙混过关吗
次のリクエストがあったらぜひ\n聞かせてください！　チョコア\nイドルは進化するんです！,如果有新的机会\n请一定要告诉我！　因为巧克力偶像\n是会进化的哟！
プロデューサーさんの優しさが\n手にもほっぺにも\nあったかいです……！,制作人的温柔\n让我的手和脸颊\n都暖暖的……！
お借りした手袋は、私が責任を\n持って、洗ってお返しいたしま\nすので……！,借给我的手套、我会负起责任\n拿回去洗干净之后\n还给你的……！
よろしくお願いしますね、\nプロデューサーさん！,
レッスンでもお仕事でも\n一生懸命頑張ります！,
チョコに絡めた何かが\nできるといいなー……！,
今日は何かがありそうな予感……！,
……やっていいことと\n悪いことってあるんですよ,……可以做的事情，\n和不可以的做的事情是有区别的哦
ひゃっ……！？\nや、やめてくださいっ……！,呀……！不，不要这样……！
えっ……,诶……
プロデューサーさんっ\nこういうのはよくないです！,
私で遊ばないでください！\n怒りますよ！,
一応アイドルですし、私困っちゃいます……,
プロデュ―サーさん、\nどうかしました？,
このままじっとしてても\nいいんでしょうか……？,
プロデュ―サーさ～ん、\n聞こえてますか～？,
